title,company,salary,description,openings,experience,education,englishlevel,gender,address,Education,English Level,Experience,Gender,Address
Call Centre BPO Executive,Pristine E Teleservices Private Limited,"18,000
						-
						26,000 ",,10,,,,,e,12th Pass,Fluent English,Freshers can apply,Both,"Ashok Chakravarti Road, Kandivali, Ashok Nagar, Kandivali East, Mumbai, Maharashtra, India, E.S.I.S.Hospital Kandivali, Mumbai, Maharashtra - 400076"
Housekeeping Supervisor,Vivette Banquets,"20,000
						-
						23,000 ",,10,,,,,e,10th or Below 10th,No English,Min. 2 Years,Male Only,"Behind Inorbit Mall, Chincholi Bunder Rd, opp. Brand Factory, Malad, Ram Nagar, Malad West, Mumbai, Maharashtra 400064, India, Maharashtra - 400076"
Plumber,M/s Nature Care Solutions,"20,000
						-
						23,000 ",,2,,,,,e,10th or Below 10th,No English,Min. 2 Years,Male Only,"Bengaluru, Bengaluru, Karnataka - 560001"
Content Writer,Amrit Foundation,"16,000
						-
						23,000 ",,10,,,,,e,Graduate,Fluent English,Freshers only,Both,"EN75, 3rd FLoor, Saltlake City, Kol- 700091, India, Salt Lake City Sector 5, Kolkata, West Bengal - 700080"
Telesales Executive,Wiscon Industries Limited,"21,000
						-
						33,000 ",,10,,,,,e,12th Pass,Good English,Min. 5 Years,Both,"64, C Block Rd, Pocket B, Okhla Phase I, Okhla Industrial Estate, New Delhi, Delhi 110020, India, Okhla, Delhi-NCR - 110001"
Account Executive,Wisecor Services Private Limited,"17,000
						-
						23,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"Taloja, Navi Mumbai, Maharashtra, India, Taloja, Mumbai, Maharashtra - 400076"
Cook / Chef,M/s Fresh Bite’s,"18,000
						-
						23,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 5 Years,Male Only,"Arunodaya Nagar, Nagole, Hyderabad, Telangana 500068, India, Telangana - 500001"
SEO Specialist,Dial Amritsar,"10,000
						-
						23,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Both,"6, 100 Feet Rd, Gokal Ka Bagh, Sudarshan Nagar, Amritsar, Punjab 143001, India, Ajit Nagar, Amritsar, Punjab - 143001"
Account Assistant,Wercatalyst,"15,000
						-
						23,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"Bhimrad-Althan Rd, Bhimrad, Surat, Gujarat 395007, India, Althan, Surat, Gujarat - 395003"
Field Officer,Prac Research And Consulting Private Limited,"20,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Gwalior, Gwalior, Madhya Pradesh - 474001"
Graphic Designer,SGR Enterprises,"16,000
						-
						24,000 ",,1,,,,,e,12th Pass,Thoda English,Min. 2 Years,Both,"#4,65/4, 3rd Main Road, Kamakshipalya, Behind SBI bank, Bangalore - 560 079, Kamakshipalya, Bengaluru, Karnataka - 560001"
Sales & Marketing Executive,Radiant Enterprise,"20,000
						-
						23,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Ahmedabad, Ahmedabad, Gujarat - 380001"
Agency Development Manager,Edelweiss Tokio Life Insurance,"20,000
						-
						33,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"SCO-13 1st Floor, Commercial Complex sec-16, Faridabad, Haryana 121002, Faridabad, Delhi-NCR, Delhi - 110001"
Agency Development Manager (Life Insurance),Edelweiss Tokio Life Insurance,"20,000
						-
						33,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122022, India, Sushant LOK 3 Sector 56/57 Gurgaon, Delhi-NCR, Delhi - 110001"
Life Insurance Agency Development Manager,Edelweiss Tokio Life Insurance,"20,000
						-
						33,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"M-97, B1 & B2, 7th Floor, Himalaya House, 23, KG Marg, New Delhi, Delhi 110001, Connaught Place, Delhi-NCR - 110001"
Field Marketing Executive,Hullect Services Private Limited,"12,000
						-
						36,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Sales Executive,The Mithra Agencies,"15,000
						-
						30,000 ",,10,,,,,e,Graduate,Thoda English,Min. 6.0 months,Both,"3-6-432, Anand Estates, 3-6-432, Himayatnagar, Hyderabad, Telangana 500029, India, Tolichowki, Hyderabad, Telangana - 500001"
Telecaller,Indiabis,"18,000
						-
						29,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"The Space, Rajaram Patil Nagar, Vitthal Nagar, Kharadi, Pune, Maharashtra, India, Kothari, Pune, Maharashtra - 411002"
Sales & Marketing Executive,Quess Corp,"12,500
						-
						23,100 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Male Only,"Coimbatore, Coimbatore, Tamil Nadu - 641001"
Sales & Marketing Executive,M/S Dumex Security Solutions,"15,000
						-
						23,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"ambala highway , nk sharma office, Zirakpur chandigarh, Chandigarh, Punjab - 133301"
Customer Sales Executive,CherishX,"17,000
						-
						26,000 ",,2,,,,,e,Graduate,Fluent English,Min. 1 Years,Female Only,"Bikanervala, WHS Block 2, Furniture Market, Kirti Nagar Industrial Area, Kirti Nagar, New Delhi, Delhi, India, Maya Puri, Delhi-NCR - 110001"
Sales & Marketing Executive,Quess Corp,"12,500
						-
						23,100 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Male Only,"Salem, Salem, Tamil Nadu - 636001"
Sales & Marketing Executive,Quess Corp,"12,500
						-
						23,100 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Male Only,"Trichy, Trichy, Tamil Nadu - 620001"
Customer Support Executive,JVW Technologies,"15,000
						-
						24,000 ",,10,,,,,e,Graduate,Fluent English,Freshers only,Both,"Kudlu Gate, Bengaluru, Karnataka 560068, India, Kudlu, Bengaluru, Karnataka - 560001"
Sales & Marketing Executive,Quess Corp,"12,500
						-
						23,100 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Male Only,"Chennai, Chennai, Tamil Nadu - 600001"
Field Sales Executive,Fresh Duniya Manpower Private Limited,"21,000
						-
						32,000 ",,154,,,,,e,12th Pass,No English,Freshers only,Male Only,"2nd Floor, Above Idbi Bank, Bhide Bunglow, Mahatma Gandhi Road, Vile Parle East- 400057., Vile Parle, Mumbai, Maharashtra - 400076"
Cook / Chef,Jainam Foods,"10,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"363, Sector A, Mahalaxmi Nagar, Indore, Madhya Pradesh 452001, India, Ring Road, Indore, Madhya Pradesh - 451010"
Welder / Fitter,Pratya Indus Solutions,"15,000
						-
						24,000 ",,5,,,,,e,ITI,No English,Min. 3 Years,Male Only,"Bamandongri, Ulwe, Navi Mumbai, Maharashtra, India, Bamandongri, Mumbai, Maharashtra - 400076"
Field Sales Executive,Fresh Duniya Manpower Private Limited,"21,000
						-
						32,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Chhendipada Road, SH-63, Jindal Nagar, Angul, Odisha 759111, India, Airport (Khorda), Bhubaneswar, Odisha - 750017"
North Indian cook,Nathus,"18,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 5 Years,Male Only,"21-c European Education World, Opposite Sarita Vihar, Living Style Mall Jasola, Pocket 6, Jasola Vihar, New Delhi, Delhi 110025, India, Jasola Vihar Shaheen Bagh, Delhi-NCR - 110001"
AC Technician,Integrated Personnel Services (IPS),"21,000
						-
						25,000 ",,100,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Chennai, Chennai, Tamil Nadu - 600001"
Customer Care Executive,PhysicsWallah,"15,000
						-
						24,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"Plot no- 5 & 56, Cross Road, opposite BAPS Hospital, Mahernagar Society, Aahura Nagar Society, Adajan Gam, Adajan, Surat, Gujarat 395009, India, Gujarat - 395003"
Telecaller Outbound,M/S Rakesh Enterprises,"20,000
						-
						24,000 ",,10,,,,,e,Graduate,Fluent English,Min. 1 Years,Female Only,"Gandhi Nagar, Adyar, Chennai, Tamil Nadu, India, Adayar Gandhi Nagar, Chennai, Tamil Nadu - 600001"
Branch Relationship Executive,The October Company,"18,000
						-
						30,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Male Only,"#318/A,2ND FLOOR,1ST STAGE,2ND PHASE,GOKULA,MATHIKERE, Mathikere, Bengaluru, Karnataka - 560001"
Accountant,Jobmenia Private Limited,"18,000
						-
						24,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Male Only,"Navkaar Parisar, Near Pulgaon naka   G.E. Balod-Rajnandgaon Road, Durg  Distt.- Durg (C.G) 491001, Durg, Bhilai, Chhattisgarh - 490001"
Field Sales Reprensative,Wanova Clean,"21,000
						-
						34,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"433, 13th Main Rd, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070, Banshankari, Bengaluru, Karnataka - 560001"
Cook / Chef,Sanctum Manpower Consultancy,"15,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,No English,Min. 3 Years,Male Only,"Mumbai, Maharashtra, India, Ghatkopar, Mumbai, Maharashtra - 400076"
Electronic Engineer,SR Scales,"16,000
						-
						25,000 ",,8,,,,,e,Diploma,Thoda English,Freshers can apply,Both,"https://maps.google.com/?cid=9168019712264281474, Sowcarpet, Chennai, Tamil Nadu - 600001"
Virtual Relationship Manager,Hdfc Bank Limited,"17,300
						-
						27,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"110, Phase 5 mohali, Chandigarh, Punjab - 133301"
Sales and Marketing Executive,Step Forward HR Placement,"20,000
						-
						26,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Business Development Executive,Riara Associates,"18,000
						-
						30,000 ",,110,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Midgard https://maps.app.goo.gl/8tfUrJmjB3eR763K9, Manjeri, Malappuram, Kerala - 676504"
Waiter / Steward,Jay enterprises ,"12,000
						-
						24,000 ",,20,,,,,e,10th or Below 10th,Thoda English,Freshers only,Male Only,"Aksa Beach, Mumbai, Maharashtra, India, Malad West, Mumbai, Maharashtra - 400076"
Graphic Designer,GIP Book Store,"18,000
						-
						24,000 ",,10,,,,,e,12th Pass,Good English,Min. 3 Years,Male Only,"4931, Second Floor, Plot No. 68, Medical Association Road, Daryaganj, New Delhi - 110002, Golcha Cinema Darya Ganj, Delhi-NCR - 110001"
Senior Tele Caller,Adeptuz Business Solutions,"15,000
						-
						26,000 ",,10,,,,,e,12th Pass,Fluent English,Freshers can apply,Female Only,"HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka, India, Indiranagara, Bengaluru, Karnataka - 560001"
Accountant/ Accounts Executive,Paresh Gohil and Associates,"20,000
						-
						25,000 ",,10,,,,,e,Graduate,Fluent English,Min. 2 Years,Both,"SPLENDOR COMPLEX CHS LTD.  F WING BASEMENT SOCIETY OFFICE.  OPP MAJAS DEPOT JOGESHWARI0 VIKHROLI LINK ROAD, MUMBAI - 60SPLENDOR COMPLEX CHS LTD.  F WING BASEMENT SOCIETY OFFICE.  OPP MAJAS DEPOT JOGESHWARI0 VIKHROLI LINK ROAD, MUMBAI - 60, Jogeshwari East, Mumbai, Maharashtra - 400076"
AutoCAD Draughtsman,Refair Engineering Works,"16,000
						-
						24,000 ",,2,,,,,e,Diploma,Thoda English,Min. 3 Years,Male Only,"85A/9, Matke Wali Gali, Jwala Heri Market , Paschim Vihar, Delhi, 110063, Paschim Vihar (West), Delhi-NCR - 110001"
Event Coordinator,CherishX,"18,000
						-
						24,000 ",,1,,,,,e,Graduate,Good English,Min. 1 Years,Both,"Bikanervala, WHS Block 2, Furniture Market, Kirti Nagar Industrial Area, Kirti Nagar, New Delhi, Delhi, India, Maya Puri, Delhi-NCR - 110001"
Cook / Chef,Qabeela,"18,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 5 Years,Male Only,"Qabeela, Sector 63, Gurugram, Haryana, India, Sector - 63 Gurgaon, Delhi-NCR, Delhi - 110001"
Continental Cum Grill Cook,Farm Smart Home,"18,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Anbu Nagar, Madukkarai, Tamil Nadu 641105, India, Sundarapuram, Coimbatore, Tamil Nadu - 641001"
Field Sales Executive,Fresh Duniya Manpower Private Limited,"21,000
						-
						32,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Baragarh Lane 2, Badagada Brit Colony, Pandav Nagar, Bhubaneswar, Odisha 751018, India, Odisha - 750017"
Bakery Chef,Restaurant1179,"18,000
						-
						26,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 3 Years,Both,"https://maps.app.goo.gl/LiuxcA5Qx1xu1TWZ9, Sheshadripuram, Bengaluru, Karnataka - 560001"
Interior Designer,Livspace,"17,000
						-
						29,000 ",,10,,,,,e,Diploma,Thoda English,Freshers can apply,Both,"F 9 (First Floor, at Silver Spring Arcade, Tangra, Kolkata, West Bengal 700105, Topsia, Kolkata, West Bengal - 700080"
Agency Development Manager (Life Insurance),Edelweiss Tokio Life Insurance,"20,000
						-
						33,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"Janakpuri, near Janakpuri east metro station near vijay sales,New Delhi - 110058., Janakpuri, Delhi-NCR - 110001"
Delivery Boy Biker,Mahindra Logistics Ltd,"21,000
						-
						26,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Toli Chowki, Hyderabad, Telangana 500008, India, Tolichowki, Hyderabad, Telangana - 500001"
Teacher,Sparklebox,"15,000
						-
						23,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Female Only,"Gyana Jyothi Nagar, 7-48/1, Indira Nagar Colony, Sai Nagar Colony, Uppal, Hyderabad, Telangana 500098, India, Telangana - 500001"
Pre-Primary Teacher,Hr Globe Recruitment Service,"17,000
						-
						23,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Female Only,"Gurugram, Haryana, India, Sector 55/56 Gurgaon, Delhi-NCR, Delhi - 110001"
Sales and Marketing Executive,Air Solutions & Allied Products,"20,000
						-
						33,000 ",,10,,,,,e,Diploma,Thoda English,Freshers can apply,Male Only,"Kolkata, Kolkata, West Bengal - 700080"
Accountant Cum Office Assistant,Behlinnov Solutions Private Limited,"18,000
						-
						23,000 ",,1,,,,,e,Graduate,Good English,Min. 5 Years,Female Only,"12, KV Jairam Rd, Jakkuru, Bengaluru, Karnataka 560077, India, Jakkur Layout, Bengaluru, Karnataka - 560001"
Fashion Designer Cum Fashion Consultant,VPS Global,"13,000
						-
						23,000 ",,2,,,,,e,Graduate,Fluent English,Min. 5 Years,Both,"Titanium Heights, Makarba, Ahmedabad, Gujarat 380015, India, Prahlad Nagar, Ahmedabad, Gujarat - 380001"
Purchase Engineer,Teckmen,"20,000
						-
						23,000 ",,10,,,,,e,Diploma,No English,Min. 2 Years,Male Only,"Mahasainik Industrial Estate Rd, T Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India, Bhosari, Pune, Maharashtra - 411002"
Telesales Executive,Resopro Services,"20,000
						-
						38,000 ",,10,,,,,e,Graduate,Fluent English,Min. 6.0 months,Both,"https://goo.gl/maps/6CtPU84p6voqJmKe7, Andheri East, Mumbai, Maharashtra - 400076"
Agency Development Manager (Life Insurance),Edelweiss Tokio Life Insurance,"20,000
						-
						33,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"Kirti Nagar, New Delhi, Delhi, India, Kirti Nagar, Delhi-NCR - 110001"
Sales & Marketing Manager,ASMAA india,"20,000
						-
						25,000 ",,10,,,,,e,12th Pass,No English,Min. 1 Years,Male Only,"Kota, Kota, Rajasthan - 323021"
Beauty Salon Manager,Nexaedge India Private Limited,"15,000
						-
						23,000 ",,10,,,,,e,Graduate,Good English,Min. 5 Years,Both,"Dehu - Alandi Rd, MIDC, Moshi, Pimpri-Chinchwad, Maharashtra 412105, India, Moshi Phata, Pune, Maharashtra - 411002"
Front Desk Associate,Futurzz HR,"18,200
						-
						24,500 ",,10,,,,,e,12th Pass,Fluent English,Freshers can apply,Male Only,"3 Nelson Mandela Road, Vasant Kunj Mall Road, Vasant Kunj II, Vasant Kunj, New Delhi, Delhi 110070, India, Vasant Kunj, Delhi, Delhi-NCR - 110001"
Accountant,Jugal G Shah & Associates,"20,000
						-
						22,500 ",,10,,,,,e,Graduate,Good English,Min. 3 Years,Both,"A/301, Rajeshri Accord CHS Ltd Telli Gali Cross Lane, Sampada Society, Andheri East, Mumbai, Maharashtra 400069, India, V.B.Phadke Chk - Metro - Dhobi Talao, Mumbai, Maharashtra - 400076"
Customer Care Executive,Insight Customer Call Solutions,"12,000
						-
						23,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"A 91 ICCS COMPANY NOIDA SECTOR 2 NEAR SECTOR 15 METRO STATION., Noida Sector 25, Delhi-NCR, Delhi - 110001"
Production Manager,Design Hub Furniture and Interior,"10,000
						-
						23,000 ",,2,,,,,e,Graduate,Thoda English,Freshers only,Male Only,"Udhna, Surat, Gujarat - 395003"
Graphic Designer,Bioq Eco Solutions,"18,000
						-
						22,500 ",,10,,,,,e,Diploma,Thoda English,Min. 1 Years,Both,"B 92, Industrial Area, GT Karnal Road Industrial Area, Ashok Vihar, New Delhi, Delhi 110033, India, Model Town, New Delhi, Delhi-NCR - 110001"
Relationship Officer,Jani Consultancy,"15,000
						-
						27,500 ",,10,,,,,e,Post Graduate,Thoda English,Freshers can apply,Male Only,"Pollachi Main Rd, Gandhi Nagar, Kurichi, Tamil Nadu, இந்தியா, Sundarapuram, Coimbatore, Tamil Nadu - 641001"
Outbound Sales Executive,Estartup Business Management Hub,"17,000
						-
						33,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Both,"B 27.First Floor, Noida Sector 2, Gautam Buddh Nagar, UP 201301, Noida Sector 15, Delhi-NCR, Delhi - 110001"
Logistics Supervisor,FR8 Logistics,"17,500
						-
						22,500 ",,5,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"New Olog Logistics Pvt Ltd, HIG 1033, 6th Main Rd, Mogappair Eri Scheme, Mogappair, Chennai, Tamil Nadu 600037, India, Tamil Nadu - 600001"
AC Technician,Techno Power Aircons,"17,500
						-
						25,000 ",,2,,,,,e,12th Pass,Thoda English,Min. 5 Years,Male Only,"Mandaveli, Chennai, Tamil Nadu 600028, India, Tamil Nadu - 600001"
Business Development & Sales Executive,Natminds,"18,000
						-
						33,000 ",,10,,,,,e,Graduate,Thoda English,Min. 6.0 months,Male Only,"545, Dundahera Road, Shankar Chowk Rd, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India, Dundahera Gurgaon, Delhi-NCR, Delhi - 110001"
Senior Relationship Manager,Talent Bridge Consultancy Services,"20,500
						-
						52,500 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Asansol, Asansol, West Bengal - 713301"
Bi-cycle Mechanic,Cycle Spot,"22,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,No English,Min. 3 Years,Male Only,"144, Perur Main Rd, Selvapuram Muthuswamy Colony, Selvapuram South, Coimbatore, Tamil Nadu 641008, India, Selvapuram, Coimbatore, Tamil Nadu - 641001"
Driver,R K Cylinders,"20,000
						-
						23,000 ",,10,,,,,e,10th or Below 10th,Good English,Min. 2 Years,Male Only,"#225/1 129/A, Srilakshmi Venketeshwara Nilaya, Singasandra,Housr Main Road, Near ETFO Office Bangalore -560068., Hosakote Kodi, Bengaluru, Karnataka - 560001"
Chat Process Executive,Tatvartha Health Private Limited,"18,000
						-
						23,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"Aarey Road, Aarey Colony, Goregaon, Mumbai, Maharashtra, India, Aarey Road Subway, Mumbai, Maharashtra - 400076"
Field Sales Executive,Priority Concepts,"16,000
						-
						25,000 ",,2,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Bengaluru, Bengaluru, Karnataka - 560001"
Primary School Teacher,Sparklebox,"15,000
						-
						23,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Female Only,"7-48/1, Gyana Jyothi Nagar, Uppal, Bus Depot, Indira Nagar Colony, Sai Nagar Colony, Peerzadiguda, Hyderabad, Telangana 500098, India, Uppal, Hyderabad, Telangana - 500001"
Telecaller,Hni Idea Ventures Private Limited,"17,800
						-
						27,600 ",,10,,,,,e,12th Pass,Thoda English,Freshers only,Female Only,"Dhanbad, Dhanbad, Jharkhand - 826001"
IT Administrator,Kesar Earth Solutions,"18,000
						-
						23,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Both,"Kesar Trucks Pvt. Ltd., Kesar Towers, Beside Wall-Mart, Bhanpuri, Urla Industrial Complex, Gondwara Basti, Raipur, Chhattisgarh 492003, India, Bhanpuri Pacheda-1, Raipur, Chhattisgarh - 490042"
